No;Dependen;Dummy;Independen_1;Independen_2
1998;0;0;57.69199;10
1999;0;1;67.85498;12
2000;0;0;73.37396;6
2001;1;0;85.63196;14
2002;1;1;41.87;15.139847
2003;1;0;42.99799;12
2004;0;1;40.271;12
2005;0;0;83.11597;11.421669
2006;0;0;63.918;9.945259
2007;0;1;50.54898;12
2008;0;0;54.52197;12
2009;0;0;80.40198;8
2010;0;1;62.5;3
2011;0;0;26.023;14
2012;1;0;65.711;11.421669
2013;0;0;65.30896;12
2014;0;0;91.03894;10
2015;0;0;31.72099;20
2016;1;1;61.20499;9.945259
2017;0;1;51.73398;12
2018;0;1;39.03897;12
2019;0;0;88.20294;12
2020;0;0;49.30298;12
2021;0;0;83.49896;16
2022;1;1;48.52597;3
2023;0;0;32.64099;12
2024;0;0;85.52997;12
2025;1;0;62.22897;12
2026;1;0;32.534;12
2027;0;0;42.133;12
2028;0;1;72.00299;14
2029;0;0;29.084;9
2030;0;1;66.612;12
2031;0;0;52.586;12
2032;1;1;57.88098;12
2033;0;0;58.448;16
2034;0;0;58.97598;12.821571
2035;0;1;65.91595;11.421669
2036;1;1;48.42697;13.611382
2037;0;0;67.88794;8
2038;1;0;20.73099;12
2039;0;1;57.91397;12
2040;1;0;58.30798;12
2041;0;1;66.12195;13
2042;1;0;51.836;12
2043;1;0;48.19998;12
2044;1;0;58.98199;12
2045;1;0;42.38998;10
2046;0;0;61.70599;10
2047;1;0;54.00998;13
2048;0;0;73.45398;12
2049;1;1;21.28099;12
2050;1;0;50.23099;11.421669
2051;0;1;81.08698;9.945259
2052;0;0;73.53296;12
2053;1;1;61.81799;13
2054;0;1;27.76199;12
2055;0;0;65.40997;12
2056;0;1;86.83099;13.611382
2057;0;1;52.47598;12.821571
2058;0;1;77.99298;21
2059;1;0;58.198;13
2060;0;1;63.10699;11.704216
2061;1;1;36.76099;12
2062;0;0;65.66998;11
2063;0;1;39.73999;11.421669
2064;1;1;62.84998;9.945259
2065;1;1;68.39197;14
2066;1;0;29.23999;10
2067;1;0;31.625;12
2068;0;1;58.52197;12
2069;0;0;62.56;16
2070;1;0;46.836;14
2071;1;1;68.10095;12
2072;0;1;54.853;14
2073;0;0;73.89496;12
2074;0;0;78.00995;11.421669
2075;1;1;47.978;14.069916
2076;0;0;92.32599;11.421669
2077;0;0;50.71298;10
2078;0;1;69.62396;11.522331
2079;0;1;78.58496;9.945259
2080;1;0;38.07797;16
2081;1;0;50.56299;16
2082;0;0;57.28998;14
2083;0;0;41.862;11.040535
2084;1;0;74.32996;10
2085;0;1;62.215;12
2086;0;0;50.97897;14
2087;0;0;83.23297;14
2088;1;0;36.80798;12
2089;0;0;67.81696;11.421669
2090;1;1;59.62198;9.945259
2091;0;0;20.523;11.522331
2092;1;0;89.58795;8.436928
2093;1;0;56.35898;14
2094;1;0;54.32999;12
2095;0;1;78.69397;8.436928
2096;0;1;72.534;8
2097;0;1;75.87695;8
2098;0;0;41.89697;12
2099;0;0;78.44995;12
2100;0;0;34.51297;12
2101;0;1;21.37999;12
2102;0;1;63.52597;12
2103;1;0;59.995;12
2104;1;0;64.28198;12
2105;1;1;53.69699;12
2106;1;0;31.20299;13
2107;0;0;73.336;8.436928
2108;0;0;82.461;8
2109;0;1;72.83496;11.421669
2110;0;1;75.22198;12
2111;0;0;63.90097;9.945259
2112;0;0;43.047;16
2113;0;1;77.35498;12
2114;0;0;68.29596;9.945259
2115;0;0;77.23999;6
2116;1;0;75.92096;13
2117;0;0;62.49698;8
2118;0;0;75.49597;9.945259
2119;1;0;53.65598;12
2120;1;0;40.17499;16
2121;1;1;34.47198;17
2122;0;1;66.935;9.945259
2123;1;1;72.25696;12
2124;1;0;43.85999;12
2125;0;0;68.70898;11
2126;1;0;49.59299;14
2127;0;1;41.29797;12
2128;0;0;42.56799;15
2129;0;1;44.05197;12
2130;0;1;76.02496;10
2131;0;0;95.33496;15.139847
2132;0;0;59.14899;9
2133;0;0;70.32996;12
2134;1;0;91.01996;13.649826
2135;0;1;78.57397;14
2136;0;0;62.53497;12
2137;0;0;76.65399;12
2138;0;1;47.39499;11.040535
2139;1;1;44.25998;14
2140;1;1;62.15698;8
2141;0;0;68.53699;6
2142;0;0;54.86899;13
2143;0;0;83.15094;8
2144;0;0;86.75995;8
2145;0;0;81.73297;11.421669
2146;1;1;63.67398;16
2147;0;1;32.13998;14.252106
2148;0;0;64.41595;10
2149;0;0;70.81195;12
2150;0;0;72.64099;12
2151;0;0;62.146;14
2152;1;0;85.06494;5
2153;1;0;52.30698;12
2154;0;1;77.52496;10
2155;0;1;66.70795;14
2156;1;0;59.48798;11.421669
2157;1;0;78.28595;12
2158;1;0;55.82498;14
2159;0;1;68.42999;8
2160;0;0;72.94196;12
2161;0;0;69.33899;14
2162;0;1;85.90594;9.945259
2163;0;0;77.05695;16
2164;0;0;61.952;11
2165;0;1;56.13397;11.040535
2166;1;0;24.18599;12
2167;0;0;36.96899;13.611382
2168;0;1;80.80194;20
2169;0;1;38.93799;12
2170;0;0;84.23499;8.436928
2171;1;1;56.961;16
2172;0;0;71.29095;9
2173;0;1;77.26495;11
2174;0;0;52.09;12
2175;1;0;79.39795;12
2176;0;1;51.80798;16
2177;1;1;67.06396;14
2178;1;1;34.54099;19
2179;0;1;58.50198;11.040535
2180;0;0;87.43097;13.611382
2181;0;1;53.70297;12
2182;0;0;70.508;11.421669
2183;0;1;100.24597;11.421669
2184;0;0;76.23798;3
2185;0;1;58.245;11
2186;0;1;59.504;12
2187;1;0;73.19397;12
2188;1;0;52.05197;15
2189;0;0;60.15298;14
2190;1;0;72.01398;16
2191;1;0;54.28299;11
2192;0;1;74.97894;18
2193;1;1;67.71497;14
2194;0;1;63.392;18
2195;1;1;42.45599;10
2196;1;1;59.85498;8.436928
2197;1;0;34.65298;12
2198;1;0;75.44696;11
2199;0;0;66.52399;12
2200;0;0;59.31;14
2201;0;0;26.56;16
2202;0;1;71.198;12
2203;0;1;52.97198;9
2204;0;0;73.19098;9.945259
2205;0;0;74.25098;12
2206;1;0;66.97894;9.945259
2207;1;0;38.73499;12
2208;0;1;59.70697;12
2209;1;0;26.883;14
2210;0;1;64.85394;16
2211;0;0;45.08698;18
2212;0;0;39.34598;12
2213;0;0;64.69299;11
2214;1;0;78.87195;14
2215;0;0;71.59796;12
2216;0;1;64.13696;12
2217;0;1;57.659;11.040535
2218;1;0;47.16998;11.040535
2219;1;0;40.82098;13
2220;1;0;65.52795;13.262733
2221;0;1;79.91498;11.421669
2222;1;0;39.31299;12
2223;0;0;45.38498;11.040535
2224;0;0;33.58798;10
2225;0;1;40.34198;16
2226;1;0;68.08795;11.421669
2227;0;1;65.41296;11.421669
2228;0;1;81.85895;12
2229;0;0;75.09399;8
2230;1;0;76.02698;20
2231;0;1;47.97299;16
2232;1;0;57.29199;14
2233;0;0;80.75;13.649826
2234;1;1;24.515;10
2235;0;1;70.59497;17
2236;1;0;81.50897;17
2237;1;1;79.37897;9.945259
2238;0;1;72.32898;12
2239;0;1;53.172;14
2240;0;1;83.57794;0
2241;1;1;45.71899;12
2242;1;0;51.46597;8
2243;0;1;60.06;9
2244;0;0;78.45898;3
2245;0;0;42.17697;12
2246;0;1;64.70099;9.945259
2247;0;0;74.85596;16
2248;1;0;38.491;11.421669
2249;1;0;26.754;14.069916
2250;0;0;78.00995;13.611382
2251;1;0;54.689;10
2252;0;0;67.85999;12
2253;0;0;57.81;12
2254;0;0;47.95099;18
2255;0;1;54.12698;14
2256;0;0;61.50299;12
2257;0;0;56.22699;11
2258;0;1;46.69998;11.421669
2259;0;0;75.36798;13.611382
2260;0;0;87.29095;9.945259
2261;0;1;50.45599;14.252106
2262;0;1;64.56097;16
2263;0;0;82.98395;11
2264;0;0;67.79199;7
2265;0;0;74.75696;10
2266;1;0;80.75;12
2267;0;1;82.29395;14.252106
2268;0;0;56.03299;18
2269;0;0;56.83499;11.040535
2270;1;0;24.44399;10
2271;1;1;65.65399;12
2272;0;0;50.23099;12
2273;0;1;38.67999;11.040535
2274;0;0;80.07098;15
2275;0;1;46.47998;9
2276;0;1;60.16699;14.069916
2277;0;0;80.53894;9.945259
2278;0;0;92.33899;18
2279;0;0;61.81799;12
2280;0;0;65.87299;9
2281;0;1;43.37299;15
2282;0;1;79.31799;12
2283;0;0;57.01797;14
2284;0;0;78.90997;5
2285;1;0;43.65799;12
2286;0;0;84.69299;8
2287;1;0;45.59598;11
2288;0;0;77.46698;8
2289;1;0;55.43298;12
2290;0;1;45.61499;16
2291;1;1;57.21597;14
2292;1;1;27.392;12
2293;0;1;69.62897;12
2294;0;0;39.034;12.821571
2295;0;0;84.55298;9.945259
2296;0;1;52.909;8
2297;0;0;70.11096;14
2298;1;1;68.07098;6
2299;1;0;78.64795;8
2300;0;1;73.04297;6
2301;0;0;82.93799;8
2302;1;1;50.62299;10
2303;1;1;58.26099;13
2304;0;0;55.702;7
2305;0;0;64.80194;15
2306;0;0;64.34796;11
2307;0;1;76.47095;12
2308;0;1;42.89099;12
2309;0;0;64.99695;13
2310;0;0;60.52798;12
2311;0;0;83.67096;12
2312;0;1;47.37299;16
2313;0;0;72.03595;16
2314;0;1;72.79095;9
2315;1;0;29.37199;12
2316;1;0;27.26099;12
2317;0;0;64.38898;16
2318;1;0;75.98395;8
2319;1;1;40.34998;12
2320;0;0;83.99695;16
2321;1;0;73.31995;11.421669
2322;0;1;77.10596;9.945259
2323;1;0;33.16898;11.040535
2324;1;1;73.04596;13
2325;1;0;39.34598;12
2326;1;0;60.70398;9
2327;1;0;74.65796;8
2328;1;0;62.76797;8
2329;1;0;42.74597;16
2330;0;1;48.353;14.252106
2331;0;0;61.76599;12.821571
2332;1;0;28.38599;10
2333;1;0;25.31999;13
2334;0;0;60.76099;20
2335;0;0;80.39398;8
2336;0;0;63.159;7
2337;0;0;70.47998;11.421669
2338;1;1;71.79999;18
2339;1;1;35.76199;15
2340;0;0;50.22299;11
2341;0;1;53.36099;18
2342;0;0;79.85199;13.649826
2343;0;1;66.77899;12
2344;1;0;43.93399;12
2345;0;0;70.21796;14
2346;1;0;26.91299;10
2347;1;0;77.61298;8
2348;0;1;64.82996;12
2349;0;1;75.07495;11
2350;0;0;54.92398;11.040535
2351;0;0;65.599;5
2352;0;1;64.97998;16
2353;0;0;83.07495;14
2354;0;0;68.62695;10
2355;0;0;84.49298;11.421669
2356;0;0;80.16394;3
2357;1;0;75.01697;7
2358;0;0;51.50198;11
2359;0;1;83.70197;9.945259
2360;1;0;77.133;12
2361;0;1;59.53699;11.040535
2362;0;0;74.32996;12
2363;1;0;69.224;11
2364;1;0;42.17899;12
2365;1;1;38.27499;10
2366;0;0;45.27899;12
2367;1;1;72.02197;8
2368;0;1;38.83099;13
2369;1;1;55.57797;12
2370;1;0;51.06897;16
2371;0;1;57.72998;3
2372;0;0;80.54999;9
2373;1;1;52.38599;14
2374;0;0;52.71698;20
2375;0;1;54.56497;13
2376;0;0;65.61499;12
2377;0;1;57.793;12
2378;0;0;52.405;14
2379;0;0;55.05499;24
2380;1;0;76.271;13
2381;0;0;42.78998;11.704216
2382;1;0;79.82794;14
2383;1;0;78.95697;11
2384;1;0;40.14798;16
2385;1;0;79.65198;12
2386;0;1;60.91397;9.945259
2387;0;1;63.81897;8.436928
2388;1;1;73.06;16
2389;1;0;33.03497;12
2390;0;0;71.99695;13.611382
2391;0;0;72.70898;12
2392;0;0;53.771;7
2393;0;0;80.18298;12
2394;0;0;84.10394;9.945259
2395;1;1;35.76498;13
2396;0;1;22.825;11.421669
2397;0;0;65.51697;10
2398;1;0;43.38098;16
2399;0;0;74.77899;9
2400;0;1;63.29398;19
2401;0;1;24.21899;13
2402;1;1;63.767;12
2403;1;0;41.37399;14
2404;0;0;59.69299;11.421669
2405;1;0;81.00195;10
2406;1;0;79.73999;12
2407;0;1;77.659;10
2408;0;0;47.35898;14
2409;0;1;68.64899;8
2410;1;0;78.75995;12
2411;0;0;58.19299;12.821571
2412;0;1;57.487;11
2413;1;1;46.146;12
2414;0;1;56.95798;14.252106
2415;1;0;33.043;11
2416;0;0;19.44099;11
2417;1;0;84.99896;18
2418;0;0;69.24799;12
2419;0;1;68.44897;16
2420;0;1;82.21497;9.945259
2421;1;0;69.93799;9.945259
2422;0;0;64.62994;16
2423;1;0;73.26996;9.945259
2424;1;0;72.435;12
2425;0;0;52.75598;11.421669
2426;1;1;53.771;12
2427;0;1;48.47598;12
2428;0;0;55.27399;12
2429;0;0;59.26099;16
2430;1;0;49.87799;15
2431;0;0;48.07898;12
2432;1;0;57.629;12
2433;1;0;34.59299;11
2434;0;0;41.90799;12
2435;0;1;25.69699;12
2436;1;1;81.24298;14
2437;0;0;82.09399;16
2438;0;0;43.80298;12
2439;0;1;66.67798;12
2440;1;0;59.59198;11.040535
2441;0;0;90.28296;8
2442;0;1;30.88599;16
2443;0;1;86.50494;13.649826
2444;1;0;65.91595;12
2445;0;0;76.59698;7
2446;0;1;24.049;14
2447;1;0;43.38898;12
2448;1;1;62.25299;19
2449;0;0;60.06799;14.069916
2450;0;1;72.84296;11.421669
2451;1;1;45.38498;11.040535
2452;1;0;60.435;6
2453;1;1;47.99698;11.040535
2454;1;1;63.51797;7
2455;0;0;78.60596;18
2456;0;0;72.90594;13
2457;0;0;64.19696;12
2458;0;0;38.90997;11
2459;1;1;63.07999;14
2460;0;0;57.96298;12
2461;0;0;78.25598;11.421669
2462;0;1;51.62799;13
2463;1;0;21.20699;12
2464;0;0;72.82996;26
2465;0;0;51.61099;7
2466;0;1;68.03296;12
2467;0;0;73.59094;12
2468;0;1;69.15295;9.945259
2469;1;0;77.82599;11.421669
2470;0;0;78.52997;16
2471;0;0;60.46799;16
2472;0;0;72.35895;12
2473;1;0;76.23499;12
2474;1;0;49.07599;8
2475;1;0;50.46698;10
2476;0;1;63.228;16
2477;1;0;41.06198;15
2478;1;0;56.66299;14.069916
2479;0;1;64.047;9
2480;1;0;84.85394;8
2481;0;0;67.71497;13
2482;0;0;74.61694;11.421669
2483;0;0;40.91397;10
2484;0;0;51.099;11.040535
2485;0;0;44.58298;12
2486;0;0;44.32898;18
2487;0;0;47.84399;10
2488;1;0;27.91499;9
2489;0;0;62.83899;3
2490;1;0;25.83699;16
2491;0;0;78.02295;15
2492;0;0;42.82797;15
2493;0;0;69.37994;13
2494;0;0;52.28497;11.704216
2495;0;0;59.96198;9.945259
2496;0;0;65.26495;12
2497;0;0;72.10095;16
2498;0;0;62.379;15
2499;0;0;43.64697;12
2500;0;1;37.396;13
2501;1;0;66.073;8
2502;1;0;72.52594;11.421669
2503;0;0;86.89398;9
2504;1;0;37.66699;7
2505;0;0;48.05698;19
2506;0;0;62.612;10
2507;0;0;77.28998;12
2508;1;0;78.95099;11.421669
2509;1;0;76.77197;13.611382
2510;1;0;78.18799;13.611382
2511;0;0;52.29797;14
2512;1;0;53.18799;12
2513;0;1;69.42896;14
2514;0;0;83.69299;12
2515;0;1;61.79898;12
2516;1;0;30.29999;15
2517;0;0;72.41095;12
2518;0;0;61.90598;14
2519;0;0;57.91397;12
2520;1;0;62.81198;6
2521;0;1;56.59399;16
2522;0;0;59.13797;11
2523;0;1;38.87698;12
2524;0;0;85.01294;11.421669
2525;1;0;71.06097;15
2526;0;0;78.51294;9.945259
2527;0;0;32.27399;11.040535
2528;0;1;67.05298;12
2529;0;0;37.70798;12
2530;0;1;62.64999;12
2531;0;1;67.02795;12
2532;0;0;70.21497;12
2533;0;0;69.63696;15
2534;1;0;65.88599;11.421669
2535;0;1;70.90997;9
2536;0;0;66.87695;5
2537;0;0;52.25198;12
2538;0;0;73.77997;12
2539;0;0;77.05396;8.436928
2540;0;1;67.66895;4
2541;0;0;63.12399;12
2542;0;0;72.06;14
2543;0;0;78.76196;8
2544;0;1;76.73895;12
2545;0;0;69.74097;11.522331
2546;1;1;60.37198;18
2547;0;0;73.58197;12
2548;1;0;60.82999;7
2549;0;1;60.71997;11.421669
2550;1;1;50.97598;16
2551;0;0;78.00098;11
2552;0;1;68.73395;7
2553;1;0;18.41499;12
2554;1;0;51.63898;12
2555;1;1;35.32397;11.040535
2556;0;0;79.15094;12
2557;0;0;37.84799;20
2558;0;0;72.68994;12
2559;1;0;54.42798;12
2560;0;1;64.211;12
2561;0;1;83.93994;14
2562;1;0;76.099;19
2563;0;0;84.36395;9.945259
2564;1;0;22.72699;14
2565;1;0;63.88797;9.945259
2566;1;0;45.008;12
2567;1;0;66.98199;13
2568;0;0;62.73798;12
2569;0;1;31.79999;12
2570;0;0;59.55099;14.069916
2571;0;1;47.95297;12
2572;0;1;61.487;8
2573;1;1;58.995;8
2574;1;0;23.379;13
2575;1;0;74.85297;8
2576;0;0;63.82199;11
2577;0;0;47.97498;12
2578;0;1;83.82495;9.945259
2579;0;0;71.37598;12
2580;0;0;69.66498;0
2581;1;0;60.44397;12
2582;0;1;50.40698;12
2583;0;0;50.93799;12.821571
2584;1;1;33.98798;12
2585;0;1;68.81598;12
2586;0;0;66.612;17
2587;0;1;50.431;14.252106
2588;0;1;58.60397;22
2589;0;0;67.59998;14
2590;1;0;60.56897;11.421669
2591;1;0;53.12799;12
2592;0;1;34.17398;13
2593;0;0;92.60199;13
2594;1;0;75.409;9
2595;1;0;66.13794;12
2596;1;1;51.86298;12
2597;1;0;80.79095;12
2598;0;0;61.92999;13
2599;1;0;23.452;10
2600;0;1;64.20496;12
2601;1;1;71.07196;9.945259
2602;0;0;45.81497;11.040535
2603;0;0;73.08099;8
2604;1;0;36.73898;14
2605;0;1;75.53198;12
2606;0;1;72.00494;6
2607;1;1;60.98599;8
2608;1;0;47.50699;15
2609;0;0;66.97296;19
2610;0;0;52.99698;16
2611;0;1;68.40497;12
2612;0;1;78.05597;11.421669
2613;0;0;70.09198;9
2614;0;1;56.66498;14.252106
2615;0;1;68.99396;8.436928
2616;0;1;82.21497;10
2617;0;0;83.61896;16
2618;0;0;36.99698;11
2619;0;0;70.86096;11
2620;1;1;20.48199;14
2621;1;0;83.98395;8
2622;1;1;62.89899;14
2623;1;0;53.95798;12
2624;0;0;53.51999;9
2625;1;0;63.25299;12
2626;0;0;30.672;10
2627;0;1;50.75198;12
2628;0;1;47.30499;14
2629;0;0;36.74197;12
2630;1;1;75.16199;20
2631;1;0;46.48297;12
2632;1;0;75.73999;13
2633;1;1;45.84497;16
2634;0;0;84.159;14
2635;1;0;33.77399;14
2636;1;0;73.02899;12
2637;0;1;71.39996;16
2638;1;0;37.76898;8
2639;0;0;73.25397;8
2640;0;0;80.69299;8
2641;1;0;50.46698;7
2642;1;0;73.01794;14.069916
2643;1;0;74.13794;11.421669
2644;0;1;63.44098;12
2645;1;0;20.67899;18
2646;1;0;60.41599;12
2647;1;0;19.17599;9
2648;0;1;62.64798;9.945259
2649;1;0;59.573;10
2650;0;1;56.37198;17
2651;1;1;47.64999;12
2652;0;0;82.91895;13.649826
2653;0;1;82.63898;7
2654;0;1;63.35699;8.436928
2655;1;0;63.439;11
2656;0;0;49.29199;9
2657;0;0;36.89297;16
2658;0;0;65.96295;4
2659;0;0;83.66595;9.945259
2660;1;0;57.53;12
2661;1;1;46.45898;10
2662;1;0;56.939;11
2663;0;0;59.21997;15
2664;0;0;54.78998;10
2665;0;0;78.10797;10
2666;0;0;59.34598;0
2667;0;0;56.42697;12
2668;1;0;74.69995;11
2669;0;0;86.32397;9.945259
2670;0;1;71.65796;12
2671;1;1;51.89899;12
2672;0;1;63.28799;10
2673;1;1;42.14099;12
2674;0;1;61.25897;4
2675;0;0;70.83899;8
2676;0;1;35.978;12
2677;0;1;65.60999;12
2678;0;1;57.46698;16
2679;0;0;65.33099;18
2680;0;0;66.81696;12
2681;0;0;75.01996;12
2682;1;1;76.82397;12
2683;0;0;67.53198;11.421669
2684;0;0;37.20697;9
2685;0;1;73.57996;14
2686;0;1;25.47299;9
2687;0;0;61.771;9.945259
2688;0;0;61.92999;6
2689;0;1;65.17999;5
2690;1;0;59.68198;8
2691;0;1;68.78296;12
2692;1;0;76.56897;12
2693;1;0;66.56494;12
2694;0;1;58.01498;6
2695;0;0;69.45099;8.436928
2696;0;1;84.89795;16
2697;0;1;56.71198;10
2698;0;1;47.48297;12
2699;0;0;18.16299;11
2700;1;1;36.16397;12
2701;0;0;68.91394;11.421669
2702;0;0;39.61899;11.704216
2703;0;0;59.01199;12
2704;0;1;55.76498;20
2705;0;0;50.64499;14
2706;1;0;20.15599;14
2707;1;1;50.29999;6
2708;0;0;81.03198;12
2709;1;0;83.92297;8.436928
2710;1;1;65.42896;11
2711;1;0;69.09796;16
2712;0;1;70.42297;12
2713;0;1;76.97998;9.945259
2714;1;1;43.23898;13
2715;0;0;69.93799;8
2716;0;1;65.81195;9
2717;0;1;36.39398;12
2718;0;0;91.01996;12
2719;1;0;77.55798;7
2720;0;0;45.38498;12.821571
2721;1;1;22.68599;15
2722;1;1;74.56494;3
2723;1;0;82.57397;17
2724;0;1;57.82599;12
2725;1;0;34.23999;12
2726;1;0;19.866;12
2727;1;1;58.71899;18
2728;0;1;62.543;20
2729;1;1;70.85596;11
2730;1;0;76.22198;12
2731;0;0;71.02496;13
2732;0;1;66.185;5
2733;0;0;88.65198;12
2734;0;0;71.00098;13.262733
2735;0;1;79.88794;12
2736;0;0;62.965;11.421669
2737;0;0;52.19199;12
2738;0;0;69.67798;14
2739;0;0;82.69995;9
2740;0;1;61.465;8
2741;0;0;62.84998;16
2742;0;1;36.06799;7
2743;0;0;71.88995;8
2744;0;0;46.56;12
2745;1;0;51.11298;14
2746;1;1;44.89499;11
2747;0;0;91.08795;20
2748;0;0;35.44998;12
2749;0;1;35.92599;12
2750;1;0;53.21298;8
2751;0;1;39.93198;12
2752;0;0;63.76999;22
2753;0;0;74.56494;10
2754;0;0;68.19397;12
2755;0;1;67.92896;8
2756;1;0;49.69498;9
2757;1;0;68.03296;8.436928
2758;1;1;22.894;12
2759;0;1;56.909;12
2760;0;1;56.96597;14.069916
2761;1;1;75.96399;8
2762;1;0;35.84399;17
2763;0;1;73.599;16
2764;0;0;43.99698;14
2765;0;0;30.04799;15
2766;0;1;80.24097;12
2767;0;1;64.63196;11
2768;0;0;79.58099;9.945259
2769;0;0;58.85797;10
2770;1;0;37.16599;12
2771;0;0;46.15198;15
2772;0;1;49.61499;11.704216
2773;0;1;71.42499;11
2774;0;0;57.08398;8
2775;0;0;61.39398;14
2776;0;0;69.862;12
2777;1;0;72.33899;11.421669
2778;0;0;40.20798;14
2779;1;0;55.806;2
2780;1;1;39.23099;12
2781;0;1;68.99896;12
2782;0;1;23.19199;12
2783;1;0;63.72598;9
2784;1;0;73.40497;14
2785;1;1;25.92999;9
2786;0;1;80.10095;7
2787;1;1;72.04395;8
2788;0;0;89.28094;8
2789;0;0;69.36597;0
2790;0;0;65.80194;8
2791;1;0;39.67099;16
2792;0;1;88.29797;8
2793;0;0;69.14398;12
2794;0;0;43.20599;6
2795;1;0;51.13199;0
2796;1;1;35.63599;14
2797;1;0;59.806;14
2798;0;1;67.67395;12
2799;0;0;74.22894;9
2800;1;0;49.61298;12
2801;0;0;30.51599;12
2802;0;0;76.96594;3
2803;0;0;69.25397;9
2804;0;1;34.32199;10
2805;0;1;70.69397;12
2806;1;1;25.89699;11.421669
2807;0;0;70.01196;9.945259
2808;1;0;34.21997;12
2809;0;0;69.61499;8
2810;0;0;75.78094;12
2811;1;0;51.87399;12.821571
2812;1;0;66.05597;12
2813;1;0;52.88199;7
2814;0;0;89.32794;11.421669
2815;0;1;69.97894;12
2816;0;0;80.39996;9.945259
2817;1;1;35.62198;12
2818;1;0;61.76599;13
2819;0;1;42.09698;11.040535
2820;0;1;81.38794;13.611382
2821;0;1;69.75494;12
2822;1;1;78.87994;14
2823;1;0;65.31696;14
2824;0;1;84.33899;13.611382
2825;0;1;48.04099;13
2826;1;0;60.65698;4
2827;0;1;33.75198;11
2828;0;1;44.73099;18
2829;0;0;65.95996;12
2830;1;0;74.83899;14
2831;0;1;62.81998;12
2832;1;0;64.35596;9.945259
2833;0;0;79.56696;13.611382
2834;0;0;89.05695;20
2835;0;1;36.59097;14.252106
2836;1;0;37.254;11
2837;1;0;30.03999;12
2838;0;0;71.28296;12
2839;0;1;56.86499;16
2840;0;0;76.06;14
2841;0;0;61.12299;14
2842;0;1;43.47699;12
2843;1;0;70.84698;12
2844;1;0;22.31099;12
2845;1;1;46.78699;12
2846;1;1;66.93799;12
2847;0;1;47.01999;11.421669
2848;0;1;58.11899;14.252106
2849;1;0;68.85095;11
2850;1;0;39.53699;13
2851;0;1;69.04297;7
2852;0;0;34.53497;11.421669
2853;0;1;62.08099;12
2854;1;1;25.56899;15
2855;1;0;49.70599;11
2856;1;0;53.43997;14
2857;0;1;41.97098;16
2858;1;0;37.40698;9
2859;1;0;43.047;18
2860;1;1;67.64697;8
2861;0;1;58.97598;16
2862;0;1;68.08197;8.436928
2863;0;0;84.22699;11.421669
2864;0;1;66.41498;11
2865;0;1;76.03595;16
2866;1;0;72.00494;12
2867;1;0;95.40295;6
2868;0;0;29.71399;14.252106
2869;0;0;50.76797;6
2870;1;0;78.60394;7
2871;0;1;45.50598;15
2872;0;1;29.53299;17
2873;0;0;67.33496;15
2874;0;0;70.25098;11
2875;0;1;68.06598;6
2876;1;1;63.431;16
2877;1;0;56.23798;11.040535
2878;0;1;44.85699;11.040535
2879;0;0;81.44598;10
2880;0;1;46.349;11.421669
2881;0;1;74.84198;8
2882;1;0;49.34698;11
2883;1;0;74.33496;12
2884;1;0;77.68695;10
2885;0;0;32.97498;14
2886;1;0;26.75699;12
2887;0;1;75.33698;6
2888;1;1;43.05798;14
2889;0;1;75.48798;16
2890;0;1;51.38699;12.821571
2891;0;0;89.83698;13
2892;0;1;50.461;6
2893;0;0;75.12097;10
2894;0;0;81.07599;7
2895;0;1;83.461;20
2896;0;1;79.19196;10
2897;0;0;69.74396;12
2898;0;0;77.31396;10
2899;0;1;30.86699;8
2900;0;1;71.49097;11.421669
2901;0;0;75.07996;5
2902;0;0;34.875;0
2903;0;1;19.60599;14.252106
2904;0;0;44.12299;12
2905;0;0;64.05499;7
2906;1;0;37.97098;12
2907;1;0;34.47198;11.421669
2908;0;1;74.95697;16
2909;1;1;74.06696;18
2910;0;0;25.49199;11.421669
2911;1;1;75.77295;16
2912;1;0;69.06195;12
2913;0;1;80.37195;17
2914;0;1;65.32495;12
2915;1;0;38.771;13
2916;1;0;44.13998;12
2917;0;0;76.79895;7
2918;1;0;66.74298;12
2919;1;0;42.72699;16
2920;1;0;64.52795;9
2921;1;0;62.15698;14
2922;1;0;41.45099;11.040535
2923;0;0;79.95294;8.436928
2924;1;0;18.754;13
2925;1;0;50.97598;18
2926;1;0;53.63397;9
2927;0;0;53.952;12
2928;1;0;69.19897;9.945259
2929;1;1;69.06799;9
2930;0;1;93.63196;12
2931;1;0;60.92499;12
2932;0;1;55.32898;14
2933;0;1;75.67999;8
2934;1;0;79.75598;12
2935;0;1;69.16394;7
2936;1;0;76.84296;3
2937;0;1;74.40094;15
2938;0;0;79.409;8
2939;1;0;66.26099;8.436928
2940;0;0;44.89798;12
2941;0;0;43.603;11.040535
2942;1;1;45.95798;12
2943;0;0;45.57999;11.040535
2944;1;0;31.05299;12
2945;1;0;54.004;12
2946;1;0;44.20297;11
2947;0;0;88.99396;16
2948;0;0;31.17599;11
2949;1;0;52.13998;14
2950;0;0;79.07495;8.436928
2951;0;0;63.16199;13
2952;1;1;74.88794;12
2953;0;0;65.01599;12
2954;0;1;54.38199;13
2955;0;0;84.53699;5
2956;1;1;51.09097;14
2957;0;1;53.76297;10
2958;0;0;61.465;15
2959;0;1;55.36798;13
2960;1;0;22.76199;9
2961;0;0;51.23099;10
2962;1;0;60.95297;9
2963;0;0;82.14099;11.421669
